Gene	Exac_missense_score	Exac_pLi_score
SPSB1	2.82039286086174	0.665153763193611
SLC2A5	1.07161868820738	0.00575600117150086
TNFRSF9	-0.492866586135406	0.1979163700317
C1orf200	0.884191236174301	0.0509069424719362
ERRFI1	0.215196068161875	0.0348797596641491
CA6	-0.0197950685180337	0.14705353283798
ENO1	0.876541508001872	0.00669439818088826
LZIC	0.47745741874807	0.00151827722000872
GPR157	0.629633121358995	0.00119008760437275
UTS2	0.171952879261571	0.132643276284101
SLC2A7	-0.779197806068208	1.4087502224582e-14
TMEM201	0.7323041181499	0.802770615030651
PIK3CD	5.42174202563635	0.999956037879882
CTNNBIP1	0.568372083521783	0.0198188307182457
VAMP3	0.163681128662302	0.044897548677151
SLC45A1	1.95624006315845	0.0265196323099572
CAMTA1	3.66452663888387	0.99999980032082
PARK7	-0.220650865391614	0.886717942362346
H6PD	-0.960002472089052	0.0101854015004774
PER3	-0.878848995912575	1.90119899054860e-09
NMNAT1	-0.688248571602456	0.195177808637879
DNAJC11	1.7656381290869	0.999932059105438
PRAMEF7	3.47621193083861	0.171907809565902
NPPB	0.00604015316791857	0.000312512275380672
CLCN6	1.59594682542996	0.0629691401539751
MTHFR	0.733830825943621	3.65985219582805e-06
AADACL3	-0.210480809322942	0.000117144409649473
PRAMEF6	3.07902038211751	0.675528430318254
HNRNPCL1	-1.24938811400339	0.00860940638438048
MFN2	1.85268504145329	0.999578416585926
TNFRSF1B	1.10442860405625	0.70884968143165
C1orf167	0.62990388817386	0.152606371993422
C1orf158	-0.610598554481044	1.18371488678491e-07
MIIP	-0.772089042597616	7.75017462258415e-15
PRAMEF4	2.54387924666137	0.651004714362696
PRAMEF1	2.1870004511347	0.0791564229501958
PRAMEF12	-1.78966256576001	2.29346103558518e-06
TNFRSF8	0.174843257764992	0.737375159270252
PRAMEF2	-1.37045161649314	0.000410930982434387
PLOD1	0.299177384723486	5.63103317063701e-07
PRAMEF11	2.04824098013408	0.246084251370663
AADACL4	-1.96817364237595	0.000396274565193363
NPPA	-1.20543135304652	0.0148145413778609
DHRS3	1.88020110909517	0.616841110850352
VPS13D	2.13505965577964	0.999999991751643
PDPN	-0.706469635976049	0.0231193757115284
PRAMEF13	2.7824867194592	0.524059973626388
CELA2B	0.757472573723773	0.000412981168248723
PRAMEF22	3.05623494562654	0.605587569442854
CELA2A	0.674021402121261	1.0602106522459e-06
KAZN	2.78473376436499	0.0806610429017693
PRAMEF17	4.15845381094063	0.771800337453067
TMEM51	0.0940428218685136	0.852196949741815
CTRC	0.169223248964404	2.47217823435318e-05
PRDM2	0.369663410796882	0.997168289543803
EFHD2	1.91706334655899	0.353675552511032
SLC25A34	-1.03996136122201	0.000680014875619191
FBXO42	2.05379993777588	0.952896301056777
FAM131C	1.24833136308947	0.238632216552399
SZRD1	0.927918513974741	0.702611259628195
C1orf64	-0.636606586223089	0.0094965987176663
TMEM82	-0.953496858888696	7.85584102426627e-06
RSG1	0.0992912036239479	8.05132147471887e-06
HSPB7	0.889833671733747	0.0116631376652119
CLCNKA	1.37168500226103	5.20772509958938e-13
ARHGEF19	0.895637616164648	2.89667917718138e-09
CASP9	-0.415947166691683	0.0118771263552529
AGMAT	0.750513901954355	0.00276976151956262
SPEN	2.88231410893111	0.999999999999423
FBLIM1	0.352699974032905	0.000526280709786514
PLEKHM2	0.0908488338986512	0.0120792802879038
DNAJC16	0.211611799728099	0.000413664715962321
SPATA21	-0.589905270333205	1.18641906318969e-05
EPHA2	2.33280177219788	0.538437904227052
CLCNKB	0.86052736896201	1.5288777237757e-12
NECAP2	0.709831503213987	0.000280985667141888
ZBTB17	4.82665289134717	0.996517115993088
DDI2	3.29715254271651	0.907325307492462
RSC1A1	-1.48414048360872	8.58704806716772e-06
PADI4	-0.35726044408198	2.2778097249874e-08
CROCC	-0.84859642433568	1.71502389253108e-19
KLHDC7A	2.04699727387584	1.15910956480378e-10
PAX7	1.80844540266399	0.522362023867897
TAS1R2	-0.626097145114956	2.77318452884759e-09
IFFO2	2.16152143202627	0.357255232585744
MRTO4	-0.582814029682737	0.833703730995843
UBR4	5.92896463352578	1
ATP13A2	1.49779193817712	0.00979858460537483
EMC1	1.19804000182781	4.4504701736025e-13
AKR7L	0.894225899637718	0.0231213244344826
PADI3	-0.545731354478774	1.21850448365521e-09
ARHGEF10L	1.53074242206196	0.0117409353277064
PADI1	-1.89359820122577	1.01681363941174e-08
PADI2	0.234531437582726	0.00160018219482559
ALDH4A1	-0.907532549332334	0.0012692289052633
RCC2	3.57169210466583	0.910643013136654
SDHB	0.312894418394358	0.0331150897666236
ACTL8	1.38359957328042	0.0629567529382642
NBPF1	3.67935527412932	0.25572059037806
MFAP2	0.650554752736352	8.40826822467079e-05
IGSF21	0.52561876562784	0.806002819753461
AKR7A3	0.773380949211693	3.07775175473956e-10
NBL1	0.827350527989773	0.0971194061262811
CAMK2N1	1.6715360600886	0.136987366420978
MUL1	1.1231936033522	1.76105986850025e-05
DDOST	0.283485601029021	0.356298957073573
PLA2G2A	1.00089524309334	0.370871693058588
PLA2G2D	-0.852959179716804	0.00013230139566476
PLA2G2E	0.0838804970760923	0.00227754785614031
FAM43B	4.75420296994707	0.0404715466504331
PINK1	-0.0252978551325791	1.89172939527213e-07
TMCO4	-0.571578054523822	2.00182667093501e-12
PLA2G5	0.382811470133562	0.000141326998356095
RNF186	-0.269674571271885	0.0136359529375927
OTUD3	0.669715293370503	1.56053631382129e-05
HTR6	1.61232822303904	0.000837148164466213
CDA	-0.595470744080677	0.76782348258125
PLA2G2F	-0.419680148749034	1.46410388010857e-06
PQLC2	0.839745878536903	0.000547262838653417
MINOS1	-0.255961957582653	0.326344199718034
PLA2G2C	-0.338555020907261	0.0220461072579353
AKR7A2	0.511403349785797	2.08697721848606e-06
UBXN10	-0.0526228526359751	0.000216206275177836
MINOS1-NBL1	0.840620628681545	0.0623093799368927
CAPZB	2.93305927347655	0.51826384203851
KIF17	1.02866497689785	6.04806967657336e-12
EPHA8	0.349294339763766	1.22898377348048e-07
SH2D5	-0.45169059847234	0.00185041558985395
CELA3A	-0.402348771209084	3.16648359344769e-06
EPHB2	3.50054747374295	0.999885851849234
LDLRAD2	0.715693375532013	0.000144641461291758
ECE1	2.7413492844862	0.999479174736119
RAP1GAP	2.38509228274467	0.942631547856011
C1QC	0.749594763407163	0.0152107620120316
HTR1D	-0.375861071070716	0.793739176018388
EIF4G3	2.09785848290073	0.999999483234823
ALPL	1.62746083789271	0.00342514010187723
CDC42	3.10680018732034	0.612282277800937
ZBTB40	1.10126072113887	0.000658764470824463
CELA3B	-0.0152919448315834	9.52999569292981e-11
USP48	4.32403144807726	0.99999047186437
LUZP1	0.00614223355714433	0.16467111123043
C1QB	1.16069292143544	0.0776254171933652
HP1BP3	1.51149761346744	0.986019433803237
NBPF3	1.18810240807513	3.28960422856404e-10
HSPG2	0.776375315573413	1.79404407404267e-06
KDM1A	5.41838069299112	0.995061904472158
C1QA	1.43006496495402	0.0414537192913269
WNT4	2.81434347262142	0.422972560373698
MDS2	-0.260073021222673	0.0404290694098538
MYOM3	-1.17410878599474	2.11412508366395e-25
GALE	-0.0656121206950936	1.50902717866899e-08
HMGCL	-0.521041393141291	0.00178716954627824
CNR2	-0.163966195848475	0.000688706921618911
GRHL3	1.40292063586258	0.992188862895639
ZNF436	0.678044707531779	0.238814529560939
RPL11	1.67996550140932	0.680878481167214
C1orf213	0.431912247003882	0.000219826809061067
LYPLA2	1.81980018259071	0.972180233276218
FUCA1	1.18203144550808	1.38837921903031e-08
E2F2	0.92663112110319	0.97582906221037
NIPAL3	0.276331486076788	0.000281797919742878
HNRNPR	3.70660176208731	0.998382552695875
RCAN3	0.452742187805695	0.00243326303000097
TCEB3	1.07619583467873	0.999979315015986
PITHD1	1.59798135559102	0.082349746456334
ID3	-0.116149702679637	0.672937404731216
ASAP3	0.78883348857393	2.03217353939551e-09
IFNLR1	0.679714117126631	0.241750278680057
TCEA3	0.592926813979597	0.00347504896987589
IL22RA1	-0.353142878221264	0.543898063299295
STPG1	-0.383217728743368	6.76505027033285e-05
FAM110D	2.36768856604071	0.543540409521804
PDIK1L	2.93622930624223	0.720267117369078
AUNIP	-0.23855704242402	3.67541212339997e-07
RHD	0.112038511517202	0.00405140948920988
LDLRAP1	0.38084038718095	0.000134465946877845
C1orf63	2.03415114466807	1.28135935138241e-07
SRRM1	2.64931985175947	0.999996114220612
ZNF593	1.36662309896837	0.137430773744028
TRIM63	-0.0844417496063364	1.93836671034616e-12
PAQR7	0.494088002526477	0.198330932520033
SEPN1	0.631010181929979	4.56493895060163e-08
TMEM50A	0.688877601562782	0.286497244798703
RUNX3	4.21555337296211	0.598900990356171
STMN1	1.82616683879271	0.60489455573093
RHCE	1.81810264688483	0.80412069106719
NCMAP	0.609222820916545	0.280339083719294
MTFR1L	0.648505345875178	0.371772869863433
CLIC4	0.468288945936997	0.199778934552568
PAFAH2	-1.09307851611731	1.21669885420036e-07
SYF2	0.226830968036218	0.028636671373819
MAN1C1	2.37164686941314	0.118383358277839
SLC30A2	0.739176838198476	0.633575353460419
EXTL1	0.427893305713692	4.46154709433198e-11
TMEM57	3.73050728852051	0.985597957879281
DHDDS	1.63438700187751	0.885967000163414
ARID1A	4.18711545004563	0.999999996451188
HMGN2	-0.304395584176768	0.776984966437592
AIM1L	1.47824378414237	4.77699381058618e-06
LIN28A	1.28070568514813	0.17078863005119
UBXN11	0.196832623191484	2.49112993707212e-09
CD52	0.422837610634917	0.524937902726099
CATSPER4	-0.0415364524341091	0.00010017976965018
WDTC1	4.05327442871594	0.998575774161117
RPS6KA1	2.84850822532679	0.555848264596033
GPN2	1.14128011119999	0.133381259806032
NR0B2	-0.969905502684627	4.7883149046074e-07
PIGV	-0.184259214074534	3.27456764524177e-05
CNKSR1	0.36481242285192	3.77549510065493e-16
ZNF683	-1.49028102153949	0.00629773947400296
ZDHHC18	1.89585926799104	0.000785365639521432
NUDC	0.601219222031476	0.758493404321433
SH3BGRL3	0.444198962505268	0.775782460070685
FAM46B	1.40154747660187	0.0425711407375969
SLC9A1	4.34664030065359	0.913046734087053
CEP85	-0.794698092099604	0.0137999815789424
SFN	1.85026591506677	0.817670559676031
GPATCH3	-0.17241244593782	2.02391600723577e-06
C1orf172	0.648185869017039	0.423118265392075
IFI6	1.49650516972937	0.220450485658211
EYA3	1.86831009783928	0.990074312129064
PTAFR	1.66371523691218	0.105731348192468
THEMIS2	1.40001625424967	0.0475878332648191
DNAJC8	2.13631309219895	0.475997615654958
TMEM222	0.820974681579615	0.0587668884734193
FCN3	-0.319692637209574	0.0121546442763115
AHDC1	4.65503749390786	0.999773650482978
SESN2	1.79647458870018	0.000461510817278086
SMPDL3B	0.793694714514509	5.44156190769856e-07
RPA2	0.694841952759187	0.854689191980496
STX12	0.761617389679399	0.864373052203382
CD164L2	-0.164489661046941	0.144374026020792
FGR	2.99598919372848	0.111236140962629
SYTL1	1.23832903215193	3.58096630498306e-07
XKR8	1.20567800782933	9.14882051047495e-06
PPP1R8	2.91560419872627	0.941970266467434
FAM76A	1.77806508817677	0.000376046750439761
MED18	1.2999604786801	0.000365853252026961
MAP3K6	1.12836514827303	1.30341226265941e-12
GPR3	1.21533161385881	0.100654176038998
ATPIF1	0.538275017146308	0.0489760877367195
WASF2	1.86697910305501	0.962567828081429
TAF12	1.23038306677599	0.874820958518966
ZCCHC17	-0.610907012423666	0.16859297000517
PTPRU	3.36177622808844	0.991319334216941
OPRD1	2.71413411608448	0.0973650790497153
PHACTR4	0.656924601145416	0.0103523385253535
SDC3	-0.835758229496111	0.490062596217734
LAPTM5	0.199129913168954	0.690637019412284
MECR	-0.160940137723572	0.00221516561644456
RCC1	1.60594688152804	0.136443649900021
TRNAU1AP	1.37057667112949	0.8306056812307
SRSF4	2.52033605868575	0.975890871643589
NKAIN1	1.21382006823666	0.572972505074668
PUM1	4.72956060952284	0.999999239781439
AC114494.1	0.72505311537217	0.0286947367161481
HCRTR1	1.05949992575625	0.574120081207534
YTHDF2	2.50771983405944	0.98715415453238
FABP3	-0.229106594287672	0.331778918527884
SNRNP40	1.71739762007199	0.761241494340675
SERINC2	-0.536504395534261	3.91706999649966e-06
GMEB1	1.57720090461463	0.942776971318855
EPB41	0.468900156112428	0.0242317603693694
RAB42	-0.0293317097637915	0.00254221693702942
TINAGL1	1.77524511314372	0.487498784124593
MATN1	0.690331903229759	0.00393362131136279
TMEM200B	2.81329596549545	0.136638953472114
ZBTB8B	-0.0109437026064881	0.3690971700333
ZBTB8A	1.24960563369651	0.302557524563914
TXLNA	1.59125082690445	0.993662473791754
IQCC	-1.279319987999	1.0079392885758e-07
LCK	3.72087418760326	0.998949939956069
COL16A1	0.182428135277126	3.34524855102069e-14
TSSK3	-0.550044887469349	0.744561103975019
PEF1	0.166207631996558	0.278189435562003
BAI2	4.87832752183351	0.996400541618767
PTP4A2	2.40247840574915	0.716614237312218
FAM167B	0.763835323608609	0.0157191782162774
ZBTB8OS	0.551816592273565	0.943913220616543
HDAC1	3.82106704884199	0.89045956358639
BSDC1	0.244626887922782	0.765763335300802
SPOCD1	-0.270477534938127	2.07147346959633e-05
KHDRBS1	3.28118610547948	0.925129527400289
KPNA6	3.34484353503736	0.976363580668508
TMEM39B	1.78194022938267	0.0149408898994959
TMEM234	0.077429733676785	0.00246857728615664
CCDC28B	0.676937363949698	7.72349697712744e-07
EIF3I	3.0851035038473	0.329453380658162
MARCKSL1	0.0692187932382325	0.639777538002463
DCDC2B	-1.05248676798863	3.99052567518979e-08
GJB3	-0.860155778472548	0.00208930244651581
C1orf94	-1.06372933105786	0.0157772622531265
GJA4	1.748940016572	0.207229489301656
HMGB4	-1.13023205707146	7.05706010484269e-05
YARS	1.22362355439988	0.000175562610869434
PHC2	2.30125848948486	0.11486134143844
TMEM54	0.366120993524496	0.143923159552076
ADC	-0.0522807887271846	0.00148112317789325
HPCA	2.44850464927078	0.403661729540326
A3GALT2	1.77934123272553	4.10354185858275e-06
ZNF362	3.20273751092726	0.902043698073966
ZSCAN20	0.426578838044462	0.0363131292477333
FNDC5	0.582278236348127	0.378471005997054
AK2	0.263582764356615	0.00414474844439958
GJB4	-0.276721403626748	1.6538941567582e-06
GJB5	-0.240791484847151	5.99377728301304e-05
RNF19B	1.82627013407673	0.517887698415914
RBBP4	4.70570020500593	0.983240110307537
SYNC	0.946063726226247	0.0313967428737856
TRIM62	2.75706101892275	0.00114418187457193
S100PBP	-0.618970610485636	0.925502163900895
SMIM12	0.754663388844913	0.40156621161862
KIAA1522	-0.569923757321247	0.709180710266517
DLGAP3	4.07767768662234	0.999316033423088
TEKT2	-0.652676449715082	1.20497536574557e-06
C1orf216	0.0305861765868401	0.113872851699157
LSM10	0.931470687774237	0.604127149008464
NCDN	4.75614264525677	0.994836603437902
EVA1B	1.8440376542464	0.642544781291515
THRAP3	2.34196238555734	0.999990192731956
TRAPPC3	1.62656915056072	0.790819565330191
KIAA0319L	1.19619104533497	0.290419205217792
AGO3	5.48533364479346	0.999996509253666
COL8A2	0.989013285936206	0.654993719126503
ADPRHL2	0.398423423576404	0.000339284919169141
PSMB2	1.90619490188789	0.963482157068991
AGO1	6.62587579017811	0.999998277632684
STK40	1.20183698524182	0.987854707139204
SH3D21	-0.789793231041272	0.0041643977477167
MAP7D1	1.22899990647826	0.948634379155061
CLSPN	-0.889364370893709	0.998657516232718
ZMYM4	2.70556122301173	0.999999922811017
ZMYM6	0.503022801049536	6.79337642850794e-07
TFAP2E	1.0454360610393	0.000696770212130277
SFPQ	4.12465114354403	0.999001076044169
ZMYM1	-0.101428128481314	0.0203368966933864
AGO4	3.70076591168311	0.972399344118462
ZFP69B	-0.30549120832571	1.5708149224861e-07
NDUFS5	-0.392305502793332	0.0881639590900438
PPIE	1.3979304681488	0.973784827542783
PPT1	-0.198220841499018	0.00415231386837584
ZMPSTE24	0.192318546830959	2.72671073606194e-06
TRIT1	0.984017583294253	2.76950739699024e-09
AKIRIN1	0.770460804074884	0.627554215369045
MYCL	2.39766534029106	0.308942104065702
BMP8A	3.71054587327709	0.77350164302094
COL9A2	0.652738435010635	0.310059496997199
MACF1	2.81610328882768	1
CAP1	0.884527895780446	0.956224995430201
RLF	2.635867193764	0.99999952664904
PABPC4	3.50374671364908	0.985533140099115
BMP8B	2.88332104686291	0.730869653517732
RHBDL2	-0.683669434724319	0.000719411841733117
MFSD2A	1.87487941129169	0.859954170840528
SMAP2	1.2248816839842	0.0401366105196267
ZFP69	-0.102632333278317	2.85874237251562e-06
KIAA0754	-1.41799337635649	0.0147249390883575
TMCO2	0.206507429213007	0.0333987530720644
NT5C1A	1.41775240881167	5.17223367872282e-05
HPCAL4	1.65342058450623	0.0160535392397028
HEYL	0.0640106999178878	3.4001517264266e-06
FOXO6	2.2129118566936	0.439562840242164
C1orf50	-0.61078511090585	0.00570751466607758
GUCA2A	-1.92760592484723	0.00565400564785101
RIMKLA	1.57554682477872	0.0708304115934962
CCDC23	0.633631749072616	0.204520281019822
LEPRE1	1.36182227085085	3.22834190471902e-14
SCMH1	2.01745598062783	0.35941707561864
SLFNL1	-1.27150867441986	7.40480761536831e-05
ZMYND12	0.39878686065222	0.000698077559074306
CCDC30	0.0934169861888151	3.54847463514473e-10
KCNQ4	3.86882061441769	0.973159617343769
EXO5	-0.218818556902413	0.000691344683622345
NFYC	2.3894752142995	0.524226405428203
CTPS1	3.72016535292125	0.866871561684154
EDN2	-0.466834174396889	0.00886292436514859
ZNF684	0.0913603771754392	0.00169986458600131
HIVEP3	0.534900326187067	0.0085132385979064
FOXJ3	0.925270449423594	0.991165347701168
PPCS	2.47322867350183	0.0154524492352717
YBX1	3.71041944301605	0.986440269030653
CLDN19	0.456947864757183	0.496493995963098
GUCA2B	0.611443293351741	0.691025644506017
PPIH	1.72175680103941	0.00354969293673506
RIMS3	0.981960041188271	0.0287123593380906
CITED4	1.51276227696087	0.366606078709838
C1orf210	-0.180490705208309	0.00108604496860436
ARTN	2.85710003773344	0.276450949994495
IPO13	3.15530972578668	0.999402823837455
KDM4A	3.58689313018074	0.999995937402594
TMEM125	-0.4268497835259	0.00362623532999473
B4GALT2	2.5598721741783	0.231222333464636
WDR65	-0.170299582729032	1.17011635103193e-06
SZT2	2.74715825911593	0.000234357251319248
FAM183A	-0.0631373536158786	0.0249762353198862
ST3GAL3	2.32391053264905	0.800495578237786
EBNA1BP2	1.06106826417517	7.04749184756577e-06
MPL	0.231850139899148	6.48472277448928e-07
ATP6V0B	2.1616948202588	0.912273997762011
PTPRF	3.43538233062607	0.999998213237212
DPH2	0.554072927256278	0.020733550552081
ERMAP	-0.442898366203849	0.000201628142053939
TIE1	1.76035925863737	2.08330323684119e-09
SLC2A1	3.52165815518728	0.916218975382688
HYI	-0.596135633926046	1.46760128541678e-08
SLC6A9	2.183127462897	0.38704712096522
ZNF691	0.533574804047641	0.389289157657713
CDC20	2.31672947522563	0.00260740977590645
ELOVL1	1.87014057682634	0.174988249405702
CCDC24	-1.3091542219865	7.49489018233256e-06
MED8	0.574257203918361	3.62511306069035e-05
MMACHC	-1.98245883722348	2.11212846374532e-14
ZSWIM5	3.2803977743682	0.0396455457639403
KLF17	-0.495993198067206	2.47559306194381e-07
TMEM53	1.66271013650812	0.0327806218809925
BEST4	2.77417874831203	0.0115553673585481
RPS8	2.93818138486962	0.954884803469569
RNF220	3.23574874859994	0.998520172655065
AKR1A1	-0.629383337227903	0.000414860393341933
HPDL	2.04857844456907	0.0597472186977128
HECTD3	3.24731837159342	0.146277213739762
PTCH2	0.0542584241032	2.081953164184e-10
CCDC163P	-1.27693105372745	0.126369622616243
DMAP1	2.46602094100121	0.238841869794889
KIF2C	1.14911105206643	0.147280777760115
TOE1	1.29725983283747	2.46684572565177e-09
TESK2	0.367571399212985	2.32684748403273e-05
PLK3	1.76820111789783	3.12393800469379e-05
MUTYH	-0.293264881339718	1.83958769485207e-10
UROD	1.41509546193087	0.000455844974470667
ERI3	2.35117492996688	0.346909086306838
EIF2B3	0.405502053073519	0.6720931511718
PRDX1	-0.439984982963045	1.0732672811813e-06
TCTEX1D4	2.09988957683147	0.200837251763417
CYP4X1	0.504015850246108	8.67859968962356e-07
EFCAB14	0.127122227024935	7.88726027337574e-05
GPBP1L1	-0.479667627288842	0.315939865046454
MKNK1	0.948132018226759	0.0006863471249934
ATPAF1	0.920489428016828	0.184893736315322
MAST2	1.52400859249998	2.72150311486516e-10
NSUN4	0.528633538927909	6.96733334847103e-07
FAAH	1.3356140589509	9.54247328429842e-06
LURAP1	0.476382493375776	0.191774310246788
NASP	-0.418366722231236	0.314868754298994
PIK3R3	-0.183455076658808	6.8882503525312e-07
UQCRH	0.547412966647223	0.189415668344844
TSPAN1	0.210666872230918	0.00319927549646027
RAD54L	-0.376694863449796	3.26183586313642e-12
DMBX1	1.08751362915242	0.899803940878305
CCDC17	-0.655594970713911	1.6709616125512e-12
LRRC41	3.08543174041157	0.999611503699907
MOB3C	1.58798037410958	0.0258762404174338
CYP4B1	-0.754695127208875	1.94524452115935e-08
TMEM69	-0.197410709345803	0.000220215591211946
KNCN	-0.199941458923941	0.0285212702882723
IPP	0.000707034538613014	0.00733115787281001
POMGNT1	0.460511940725518	1.61436703022126e-08
CYP4A11	-0.991648322631943	4.76538778804551e-14
CDKN2C	1.2481843169888	0.29678938201627
OSBPL9	1.72616536722176	0.996244271909031
TRABD2B	0.968494146207144	0.378286207904351
AGBL4	-0.0476357457162201	0.00500905509249168
NRD1	2.37451013516994	0.98038569752721
PDZK1IP1	-0.330887128359066	0.000392664402704602
TAL1	2.47628371501243	0.805235442293181
SPATA6	-0.872462440035884	4.98648220287713e-09
CYP4A22	0.248463024692815	4.01833320351947e-08
RNF11	1.71756526312945	0.391258563673539
TTC39A	1.03567000601063	0.233397039266117
SLC5A9	0.34879513852765	1.1224569703642e-12
CMPK1	2.26580903073797	0.667005379468587
STIL	-0.56050788652509	0.0891089380290142
CYP4Z1	0.940185500807589	2.82643340761714e-06
FAF1	2.45599523823304	0.993733716188169
EPS15	-0.318408645005232	0.106896714057051
ELAVL4	3.0400674748782	0.969005515718176
BEND5	2.07786004636267	0.0920942229325952
ZCCHC11	1.79708655614541	0.999999994592181
SCP2	1.25118940614021	0.000391086547556944
DMRTB1	1.53786492009812	0.547581080492046
CC2D1B	-2.27095294698638	4.4319278671668e-09
ORC1	0.447556453123476	0.00169589090904061
GPX7	0.216887935242332	0.00469636079598785
SELRC1	0.455100020459615	0.146641193028326
PRPF38A	2.53739956208114	0.993658909688069
CPT2	-0.191742713449109	2.35118582453969e-07
TXNDC12	0.65324759447273	0.689669173650063
ZYG11B	3.78774951376596	0.999836150026124
ZFYVE9	1.0451113351244	0.969018968989258
LRP8	3.05119834686769	0.999964881930738
GLIS1	-0.796582815228072	0.0718933411011483
BTF3L4	1.94874733239514	0.419142250347521
C1orf123	-0.258701338469164	7.28335547463107e-06
SLC1A7	-0.716495965968089	7.37127885542853e-05
KTI12	2.32774494935007	0.0290623969166737
NDC1	-0.254942112769206	0.875910356696635
MAGOH	2.72619758287972	0.703445546659789
ECHDC2	0.253802944922127	4.99982050995995e-08
RAB3B	0.270135117550278	0.466042435517369
FAM159A	-0.771013912115992	0.00195520129081955
PODN	1.70322973862376	8.56421758566497e-06
HSPB11	-0.323983780904813	0.0255888480578184
ACOT11	0.322631901061767	2.83327671734172e-10
PARS2	0.0175023952433866	0.657646156805966
TTC22	0.642332963491136	0.000630843393533021
TTC4	-0.9726291857168	0.136192494739234
C1orf177	-0.141682903557894	8.58112529439615e-10
MROH7	-1.35344584357735	4.12976569136021e-19
