Ensembl_gene_id Gene_name2 Omim_inheritance
ENSG00000197969 VPS13A AR
ENSG00000148019 CEP78 AR
ENSG00000135069 PSAT1 AR
ENSG00000165119 HNRNPK AD
ENSG00000148090 AUH AR
ENSG00000169071 ROR2 AD,AR
ENSG00000090054 SPTLC1 AD
ENSG00000196305 IARS AR
ENSG00000106819 ASPN AD
ENSG00000185963 BICD2 AD
ENSG00000165140 FBP1 AR
ENSG00000158169 FANCC AR
ENSG00000185920 PTCH1 AD
ENSG00000182150 ERCC6L2 AR
ENSG00000130948 HSD17B3 AR
ENSG00000136936 XPA AR
ENSG00000178919 FOXE1 AD,AR
ENSG00000095380 NANS AR
ENSG00000165138 ANKS6 AR
ENSG00000106799 TGFBR1 AD
ENSG00000119523 ALG2 AR
ENSG00000119509 INVS AR
ENSG00000136897 MRPL50 Mi
ENSG00000136872 ALDOB AR
ENSG00000165029 ABCA1 AD,AR
ENSG00000106692 FKTN AR
ENSG00000070061 IKBKAP AR
ENSG00000260230 FRRS1L AR
ENSG00000030304 MUSK AR
ENSG00000136875 PRPF4 AD
ENSG00000148218 ALAD AR
ENSG00000196739 COL27A1 AR
ENSG00000095397 DFNB31 AR
ENSG00000041982 TNC AD
ENSG00000173077 DEC1 AD
ENSG00000119401 TRIM32 AR
ENSG00000136861 CDK5RAP2 AR
ENSG00000106804 C5 AD
ENSG00000148180 GSN AD
ENSG00000148204 CRB2 AR
ENSG00000136931 NR5A1 AD,AR
ENSG00000136944 LMX1B AD
ENSG00000148356 LRSAM1 AD,AR
ENSG00000136854 STXBP1 AD
ENSG00000284547 None AD,AR
ENSG00000106991 ENG AD
ENSG00000106992 AK1 AR
ENSG00000136908 DPM2 AR
ENSG00000106976 DNM1 AD
ENSG00000167113 COQ4 AR
ENSG00000119392 GLE1 AR
ENSG00000197694 SPTAN1 AD
ENSG00000119333 WDR34 AR
ENSG00000136802 LRRC8A AD
ENSG00000175283 DOLK AR
ENSG00000136827 TOR1A AD
ENSG00000130707 ASS1 AR
ENSG00000130711 PRDM12 AR
ENSG00000050555 LAMC3 AR
ENSG00000130714 POMT1 AR
ENSG00000107290 SETX AD,AR
ENSG00000165699 TSC1 AD
ENSG00000165702 GFI1B AD
ENSG00000170835 CEL AD
ENSG00000148290 SURF1 AR,Mi
ENSG00000160323 ADAMTS13 AR
ENSG00000197859 ADAMTSL2 AR
ENSG00000123454 DBH AR
ENSG00000123453 SARDH AR
ENSG00000130635 COL5A1 AD
ENSG00000122140 MRPS2 Mi
ENSG00000107147 KCNT1 AD
ENSG00000107187 LHX3 AR
ENSG00000187796 CARD9 AR
ENSG00000165688 PMPCA AR
ENSG00000148384 INPP5E AR
ENSG00000148400 NOTCH1 AD
ENSG00000169692 AGPAT2 AR
ENSG00000177239 MAN1B1 AR
ENSG00000176058 TPRN AR
ENSG00000198569 SLC34A3 AR
ENSG00000182154 MRPL41 Mi
ENSG00000181090 EHMT1 AD
ENSG00000148408 CACNA1B AD
ENSG00000261456 TUBB8 AD,AR
ENSG00000015171 ZMYND11 AD
ENSG00000151632 AKR1C2 AR
ENSG00000198610 AKR1C4 AR
ENSG00000134460 IL2RA AR
ENSG00000107485 GATA3 AD
ENSG00000181192 DHTKD1 AD,AR
ENSG00000123240 OPTN AD
ENSG00000107537 PHYH AR
ENSG00000151474 FRMD4A AR
ENSG00000152457 DCLRE1C AR
ENSG00000077943 ITGA8 AR
ENSG00000107611 CUBN AR
ENSG00000026025 VIM AD
ENSG00000078403 MLLT10 AD
ENSG00000168267 PTF1A AR
ENSG00000095777 MYO3A AR
ENSG00000148459 PDSS1 AR
ENSG00000107890 ANKRD26 AD
ENSG00000136758 YME1L1 AR,Mi
ENSG00000099246 RAB18 AR
ENSG00000169126 ARMC4 AR
ENSG00000095787 WAC AD
ENSG00000107951 MTPAP AR,Mi
ENSG00000165733 BMS1 AD,AR
ENSG00000165731 RET AD
ENSG00000012779 ALOX5 AD
ENSG00000263761 GDF2 AD
ENSG00000265203 RBP3 AR
ENSG00000225830 ERCC6 AD,AR
ENSG00000070748 CHAT AR
ENSG00000187714 SLC18A3 AR
ENSG00000185532 PRKG1 AD
ENSG00000165471 MBL2 AD
ENSG00000150275 PCDH15 AR,DR
ENSG00000108064 TFAM AR,Mi
ENSG00000122870 BICC1 AD
ENSG00000151150 ANK3 AR
ENSG00000122877 EGR2 AD,AR
ENSG00000183230 CTNNA3 AD
ENSG00000138347 MYPN AD,AR
ENSG00000179774 ATOH7 AR
ENSG00000138346 DNA2 AD,AR
ENSG00000198954 KIAA1279 AR
ENSG00000156515 HK1 AR
ENSG00000122859 NEUROG3 AR
ENSG00000197467 COL13A1 AR
ENSG00000156574 NODAL AD
ENSG00000180644 PRF1 AR
ENSG00000166228 PCBD1 AR
ENSG00000198246 SLC29A3 AR
ENSG00000107736 CDH23 AR,DR
ENSG00000197746 PSAP AR
ENSG00000122863 CHST3 AR
ENSG00000138303 ASCC1 AR
ENSG00000107745 MICU1 AR,Mi
ENSG00000156026 MCU Mi
ENSG00000182180 MRPS16 AR,Mi
ENSG00000122861 PLAU AD
ENSG00000156110 ADK AR
ENSG00000156650 KAT6B AD
ENSG00000148655 C10orf11 AR
ENSG00000156113 KCNMA1 AD
ENSG00000148606 POLR3A AR
ENSG00000138326 RPS24 AD
ENSG00000185303 SFTPA2 AD
ENSG00000122852 SFTPA1 AD
ENSG00000151224 MAT1A AD,AR
ENSG00000148600 CDHR1 AR
ENSG00000122367 LDB3 AD
ENSG00000107779 BMPR1A AD
ENSG00000148672 GLUD1 AD
ENSG00000107789 MINPP1 AD
ENSG00000198682 PAPSS2 AR
ENSG00000171862 PTEN AD,AR
ENSG00000204020 LIPN AR
ENSG00000107796 ACTA2 AD
ENSG00000026103 FAS AD
ENSG00000107798 LIPA AR
ENSG00000152779 SLC16A12 AD
ENSG00000138160 KIF11 AD
ENSG00000187553 CYP26C1 AR
ENSG00000138207 RBP4 AD,AR
ENSG00000095464 PDE6C AR
ENSG00000108231 LGI1 AD
ENSG00000138193 PLCE1 AR
ENSG00000119969 HELLS AR
ENSG00000165841 CYP2C19 AR
ENSG00000138109 CYP2C9 AD
ENSG00000059573 ALDH18A1 AD,IC,AR
ENSG00000119977 TCTN3 AR
ENSG00000138185 ENTPD1 AR
ENSG00000095585 BLNK AR
ENSG00000155256 ZFYVE27 AD
ENSG00000107521 HPS1 AR
ENSG00000172987 HPSE2 AR
ENSG00000014919 COX15 AR,Mi
ENSG00000023839 ABCC2 AR
ENSG00000120054 CPN1 AR
ENSG00000107566 ERLIN1 AR
ENSG00000095485 CWF19L1 AR
ENSG00000075891 PAX2 AD
ENSG00000055950 MRPL43 Mi
ENSG00000107815 C10orf2 AD,AR,Mi
ENSG00000186862 PDZD7 AR,DD
ENSG00000107859 PITX3 AD
ENSG00000077150 NFKB2 AD
ENSG00000107882 SUFU AD,AR
ENSG00000148795 CYP17A1 AR
ENSG00000148842 CNNM2 AD,AR
ENSG00000076685 NT5C2 AR
ENSG00000107960 OBFC1 AR
ENSG00000065618 COL17A1 AD,AR
ENSG00000148700 ADD3 AR
ENSG00000119950 MXI1 AD
ENSG00000108055 SMC3 AD
ENSG00000203867 RBM20 AD
ENSG00000214413 BBIP1 AR
ENSG00000108061 SHOC2 AD
ENSG00000148737 TCF7L2 AD
ENSG00000148702 HABP2 AD
ENSG00000175535 PNLIP AR
ENSG00000148704 VAX1 AR
ENSG00000188613 NANOS1 AD
ENSG00000183605 SFXN4 AR
ENSG00000151929 BAG3 AD
ENSG00000120008 WDR11 AD
ENSG00000066468 FGFR2 AD,AR
ENSG00000166033 HTRA1 AD,AR
ENSG00000196177 ACADSB AR
ENSG00000065154 OAT AR
ENSG00000154485 MMP21 AR
ENSG00000188690 UROS AR
ENSG00000108001 EBF3 AD
ENSG00000127884 ECHS1 AR,Mi
ENSG00000171772 SYCE1 AR
ENSG00000206013 IFITM5 AD
ENSG00000174775 HRAS AD,IC
ENSG00000185507 IRF7 AR
ENSG00000069696 DRD4 AD
ENSG00000177030 DEAF1 AD,AR
ENSG00000177156 TALDO1 AR
ENSG00000177542 SLC25A22 AR
ENSG00000177666 PNPLA2 AR
ENSG00000117983 MUC5B AD
ENSG00000117984 CTSD AR
ENSG00000130598 TNNI2 AD
ENSG00000130595 TNNT3 AD
ENSG00000130600 H19 AD,IC,Smu
ENSG00000167244 IGF2 AD
ENSG00000254647 INS AD
ENSG00000180176 TH AR
ENSG00000110651 CD81 AR
ENSG00000053918 KCNQ1 AD,AR
ENSG00000269821 KCNQ1OT1 AD
ENSG00000129757 CDKN1C AD
ENSG00000148985 PGAP2 AR
ENSG00000167323 STIM1 AD,AR
ENSG00000244734 HBB AD,AR
ENSG00000213934 HBG1 AD
ENSG00000196565 HBG2 AD
ENSG00000166311 SMPD1 AR
ENSG00000166340 TPP1 AR
ENSG00000166341 DCHS1 AD,AR
ENSG00000158042 MRPL17 Mi
ENSG00000166402 TUB AR
ENSG00000133812 SBF2 AR
ENSG00000133805 AMPD3 AR
ENSG00000187079 TEAD1 AD
ENSG00000152266 PTH AD
ENSG00000197601 FAR1 AR
ENSG00000186104 CYP2R1 AR
ENSG00000187486 KCNJ11 AD,AR
ENSG00000006071 ABCC8 AD,AR
ENSG00000006611 USH1C AR
ENSG00000188162 OTOG AR
ENSG00000129159 KCNC1 AD
ENSG00000134333 LDHA AR
ENSG00000129170 CSRP3 AD
ENSG00000165970 SLC6A5 AD,AR
ENSG00000171714 ANO5 AD,AR
ENSG00000134343 ANO3 AD
ENSG00000176697 BDNF AD,Mu
ENSG00000131808 FSHB AR
ENSG00000109911 ELP4 AD
ENSG00000007372 PAX6 AD
ENSG00000184937 WT1 AD,Smu
ENSG00000085063 CD59 AR
ENSG00000110435 PDHX AR
ENSG00000110436 SLC1A2 AD
ENSG00000166326 TRIM44 AD
ENSG00000166349 RAG1 AR
ENSG00000175097 RAG2 AR
ENSG00000151348 EXT2 AD,AR
ENSG00000052850 ALX4 AD,AR
ENSG00000085117 CD82 AD
ENSG00000181830 SLC35C1 AR
ENSG00000121653 MAPK8IP1 AD
ENSG00000121680 PEX16 AR
ENSG00000175213 ZNF408 AD,AR
ENSG00000180210 F2 AD,Mu,AR
ENSG00000134569 LRP4 AD,AR
ENSG00000134574 DDB2 AR
ENSG00000134575 ACP2 AR
ENSG00000134571 MYBPC3 AD
ENSG00000165915 SLC39A13 AR
ENSG00000165917 RAPSN AR
ENSG00000213619 NDUFS3 AR,Mi,XLD,XL
ENSG00000109919 MTCH2 Mi
ENSG00000149131 SERPING1 AD
ENSG00000172409 CLP1 AR
ENSG00000189057 FAM111B AD
ENSG00000166801 FAM111A AD
ENSG00000166902 MRPL16 Mi
ENSG00000134812 GIF AR
ENSG00000149534 MS4A2 AD
ENSG00000156738 MS4A1 AR
ENSG00000149506 ZP1 AR
ENSG00000149483 TMEM138 AR
ENSG00000187049 TMEM216 AR
ENSG00000167985 SDHAF2 AD
ENSG00000167995 BEST1 AD
ENSG00000167996 FTH1 AD
ENSG00000149489 ROM1 AD,AR
ENSG00000149541 B3GAT3 AR
ENSG00000089597 GANAB AD
ENSG00000204922 C11orf83 AR,Mi
ENSG00000168000 BSCL2 AD,AR
ENSG00000184743 ATL3 AD
ENSG00000176340 COX8A AR,Mi
ENSG00000149781 FERMT3 AR
ENSG00000197891 SLC22A12 AR
ENSG00000068831 RASGRP2 AR
ENSG00000068976 PYGM AR
ENSG00000133895 MEN1 AD
ENSG00000149792 MRPL49 Mi
ENSG00000014216 CAPN1 AR
ENSG00000142186 SCYL1 AR
ENSG00000168056 LTBP3 AR
ENSG00000172922 RNASEH2C AR
ENSG00000172638 EFEMP2 AR
ENSG00000172500 FIBP AR
ENSG00000175334 BANF1 AR
ENSG00000175294 CATSPER1 AR
ENSG00000175115 PACS1 AD
ENSG00000174996 KLC2 AR
ENSG00000174684 B3GNT1 AR
ENSG00000174547 MRPL11 Mi
ENSG00000174483 BBS1 AR,DR
ENSG00000174080 CTSF AR
ENSG00000173898 SPTBN2 AD,AR
ENSG00000173599 PC AR
ENSG00000175505 CLCF1 AR
ENSG00000175544 CABP4 AR
ENSG00000110711 AIP AD,Smu,AR
ENSG00000167791 CABP2 AR
ENSG00000167792 NDUFV1 AR,Mi,XLD,XL
ENSG00000110717 NDUFS8 AR,Mi
ENSG00000110719 TCIRG1 AR
ENSG00000162337 LRP5 AD,AR
ENSG00000069482 GAL AD
ENSG00000110090 CPT1A AR
ENSG00000197345 MRPL21 Mi
ENSG00000132740 IGHMBP2 AR
ENSG00000110092 CCND1 AD,Smu
ENSG00000186895 FGF3 AR
ENSG00000168040 FADD AR
ENSG00000172893 DHCR7 AR
ENSG00000184154 LRTOMT AR
ENSG00000110195 FOLR1 AR
ENSG00000165458 INPPL1 AR
ENSG00000165462 PHOX2A AR
ENSG00000162129 CLPB AR
ENSG00000175581 MRPL48 Mi
ENSG00000187726 DNAJB13 AR
ENSG00000175564 UCP3 AD,Mu,AR
ENSG00000168014 C2CD3 AR
ENSG00000149257 SERPINH1 AR
ENSG00000149260 CAPN5 AD
ENSG00000137474 MYO7A AD,AR
ENSG00000137513 NARS2 AR
ENSG00000149256 TENM4 AD
ENSG00000171204 TMEM126B AR,Mi,XLD,XL
ENSG00000171202 TMEM126A AR
ENSG00000149196 C11orf73 AR
ENSG00000174804 FZD4 AD
ENSG00000109861 CTSC AR
ENSG00000077498 TYR AD,AR
ENSG00000134640 MTNR1B AD
ENSG00000042429 MED17 AR
ENSG00000020922 MRE11A AR
ENSG00000166037 CEP57 AR
ENSG00000087053 MTMR2 AR
ENSG00000082175 PGR AR
ENSG00000137693 YAP1 AD
ENSG00000137674 MMP20 AR
ENSG00000196611 MMP1 AR
ENSG00000137745 MMP13 AD,AR
ENSG00000187240 DYNC2H1 AR,DR
ENSG00000075239 ACAT1 AR
ENSG00000149311 ATM AD,AR
ENSG00000110723 EXPH5 AR
ENSG00000137710 RDX AR
ENSG00000137713 PPP2R1B AR
ENSG00000086848 ALG9 AR
ENSG00000109846 CRYAB AD,AR
ENSG00000150768 DLAT AR
ENSG00000204370 SDHD AD,AR,Mi
ENSG00000150787 PTS AR
ENSG00000109906 ZBTB16 AR
ENSG00000110243 APOA5 AD
ENSG00000118137 APOA1 AD
ENSG00000110274 CEP164 AR
ENSG00000137731 FXYD2 AD
ENSG00000110324 IL10RA AR
ENSG00000177098 SCN4B AD
ENSG00000149575 SCN2B AD
ENSG00000198851 CD3E AR
ENSG00000167286 CD3D AR
ENSG00000160654 CD3G AR
ENSG00000118058 KMT2A AD
ENSG00000095139 ARCN1 AD
ENSG00000137700 SLC37A4 AR
ENSG00000160695 VPS11 AR
ENSG00000256269 HMBS AD
ENSG00000172269 DPAGT1 AR
ENSG00000110395 CBL AD,Smu
ENSG00000235718 MFRP AD
ENSG00000235718 MFRP AR
ENSG00000110400 PVRL1 AR
ENSG00000109927 TECTA AD,AR
ENSG00000109929 SC5D AR
ENSG00000166250 CLMP AR
ENSG00000166257 SCN3B AD
ENSG00000154134 ROBO3 AR
ENSG00000165478 HEPACAM AD,AR
ENSG00000134910 STT3A AR
ENSG00000198331 HYLS1 AR
ENSG00000110060 PUS3 AR
ENSG00000064309 CDON AD,IC
ENSG00000110074 FOXRED1 AR,Mi,XLD,XL
ENSG00000110063 DCPS AR
ENSG00000151704 KCNJ1 AR
ENSG00000120457 KCNJ5 AD
ENSG00000149418 ST14 AR
ENSG00000166086 JAM3 AR
ENSG00000060237 WNK1 AD,AR
ENSG00000151062 CACNA2D4 AR
ENSG00000151067 CACNA1C AD
ENSG00000118971 CCND2 AD
ENSG00000118972 FGF23 AD,AR
ENSG00000139180 NDUFA9 AR,Mi
ENSG00000111262 KCNA1 AD
ENSG00000130037 KCNA5 AD
ENSG00000110799 VWF AD,AR
ENSG00000067182 TNFRSF1A AD
ENSG00000111319 SCNN1A AD,AR
ENSG00000139193 CD27 AR
ENSG00000139190 VAMP1 AD
ENSG00000111639 MRPL51 Mi
ENSG00000111642 CHD4 AD
ENSG00000111664 GNB3 Mu,AR
ENSG00000111669 TPI1 AR
ENSG00000111676 ATN1 AD
ENSG00000111678 C12orf57 AR
ENSG00000126749 EMG1 AR
ENSG00000182326 C1S AD
ENSG00000159403 C1R AD
ENSG00000139197 PEX5 AR
ENSG00000089818 NECAP1 AR
ENSG00000111732 AICDA AR
ENSG00000197614 MFAP5 AD
ENSG00000111752 PHC1 AR
ENSG00000175899 A2M AD
ENSG00000172243 CLEC7A AR
ENSG00000139083 ETV6 AD
ENSG00000070018 LRP6 AD
ENSG00000111276 CDKN1B AD
ENSG00000273079 GRIN2B AD
ENSG00000070019 GUCY2C AD,AR
ENSG00000111341 MGP AR
ENSG00000139053 PDE6H AD,AR
ENSG00000151490 PTPRO AR
ENSG00000151491 EPS8 AR
ENSG00000139151 PLCZ1 AR
ENSG00000172572 PDE3A AD
ENSG00000111700 SLCO1B3 DR
ENSG00000134538 SLCO1B1 DR
ENSG00000121350 PYROXD1 AR
ENSG00000111713 GYS2 AR
ENSG00000069431 ABCC9 AD
ENSG00000134532 SOX5 AD
ENSG00000133703 KRAS AD
ENSG00000123095 BHLHE41 AD
ENSG00000123104 ITPR2 AR
ENSG00000061794 MRPS35 Mi
ENSG00000087494 PTHLH AD
ENSG00000013573 DDX11 AR
ENSG00000139132 FGD4 AR
ENSG00000087470 DNM1L AD
ENSG00000139131 YARS2 AR
ENSG00000057294 PKP2 AD
ENSG00000139133 ALG10 AD
ENSG00000139116 KIF21A AD
ENSG00000188906 LRRK2 AD
ENSG00000018236 CNTN1 AR
ENSG00000139174 PRICKLE1 AR
ENSG00000177119 ANO6 AR
ENSG00000111424 VDR AD,AR
ENSG00000139219 COL2A1 AD,AR
ENSG00000152556 PFKM AR
ENSG00000174233 ADCY6 AR
ENSG00000139537 CCDC65 AR
ENSG00000169884 WNT10B AD,AR
ENSG00000125084 WNT1 AR
ENSG00000167548 KMT2D AD
ENSG00000139549 DHH AR
ENSG00000167552 TUBA1A AD
ENSG00000135406 PRPH AD,AR
ENSG00000167580 AQP2 AD,AR
ENSG00000161798 AQP5 AD
ENSG00000167588 GPD1 AR
ENSG00000178449 COX14 AR,Mi
ENSG00000066084 DIP2B AD
ENSG00000110911 SLC11A2 AR
ENSG00000196876 SCN8A AD
ENSG00000139567 ACVRL1 AD
ENSG00000170442 KRT86 AD
ENSG00000205426 KRT81 AD
ENSG00000170523 KRT83 AD
ENSG00000135443 KRT85 AR
ENSG00000170465 KRT6C AD
ENSG00000186081 KRT5 AD,AR
ENSG00000139648 KRT71 AD
ENSG00000170484 KRT74 AD,AR
ENSG00000172867 KRT2 AD
ENSG00000167768 KRT1 AD,AR
ENSG00000186442 KRT3 AD
ENSG00000170477 KRT4 AD
ENSG00000170421 KRT8 AR
ENSG00000111057 KRT18 AR
ENSG00000094914 AAAS AR
ENSG00000170374 SP7 AR
ENSG00000135409 AMHR2 AR
ENSG00000123364 HOXC13 AR
ENSG00000135486 HNRNPA1 AD
ENSG00000135424 ITGA7 AR
ENSG00000135437 RDH5 AD,AR
ENSG00000123342 MMP19 AD
ENSG00000139531 SUOX AR
ENSG00000197728 RPS26 AD
ENSG00000065361 ERBB3 AR
ENSG00000139540 SLC39A5 AD
ENSG00000170581 STAT2 AR
ENSG00000166863 TAC3 AR
ENSG00000123384 LRP1 AR
ENSG00000185482 STAC3 AR
ENSG00000166986 MARS AD,AR
ENSG00000155980 KIF5A AD
ENSG00000135454 B4GALNT1 AR
ENSG00000135446 CDK4 AD
ENSG00000111012 CYP27B1 AR
ENSG00000123297 TSFM AR
ENSG00000177990 DPY19L2 AR
ENSG00000118600 TMEM5 AR
ENSG00000196935 SRGAP1 AD
ENSG00000183735 TBK1 AD
ENSG00000135677 GNS AR
ENSG00000174106 LEMD3 AD,IC
ENSG00000174099 MSRB3 AR
ENSG00000155974 GRIP1 AR
ENSG00000111537 IFNG AD
ENSG00000111581 NUP107 AR
ENSG00000090382 LYZ AD
ENSG00000179941 BBS10 AR
ENSG00000165899 OTOGL AR
ENSG00000139304 PTPRQ AR
ENSG00000111046 MYF6 AD
ENSG00000198707 CEP290 AR
ENSG00000139324 TMTC3 AR
ENSG00000049130 KITLG AD
ENSG00000139318 DUSP6 AD
ENSG00000139323 POC1B AR
ENSG00000139330 KERA AR
ENSG00000011465 DCN AD
ENSG00000198015 MRPL42 Mi
ENSG00000169372 CRADD AR
ENSG00000173588 CCDC41 AR
ENSG00000184752 NDUFA12 AR,Mi
ENSG00000084110 HAL AD
ENSG00000075415 SLC25A3 Mi
ENSG00000179520 SLC17A8 AD
ENSG00000012504 NR1H4 AR
ENSG00000196091 MYBPC1 AR
ENSG00000139351 SYCP3 AD
ENSG00000111670 GNPTAB AR
ENSG00000017427 IGF1 AR
ENSG00000171759 PAH AR
ENSG00000139352 ASCL1 AD
ENSG00000136051 KIAA1033 AR
ENSG00000013503 POLR3B AR
ENSG00000136003 ISCU AR
ENSG00000110887 DAO AD
ENSG00000076248 UNG AR
ENSG00000151148 UBE3B AR
ENSG00000139428 MMAB AR
ENSG00000110921 MVK AD,AR
ENSG00000111199 TRPV4 AD
ENSG00000174437 ATP2A2 AD
ENSG00000204852 TCTN1 AR
ENSG00000204842 ATXN2 AD,IC,Mu
ENSG00000111275 ALDH2 AD
ENSG00000111300 NAA25 Mi
ENSG00000179295 PTPN11 AD
ENSG00000089127 OAS1 AR
ENSG00000089225 TBX5 AD
ENSG00000135111 TBX3 AD
ENSG00000123066 MED13L AD
ENSG00000152137 HSPB8 AD
ENSG00000122966 CIT AR
ENSG00000111775 COX6A1 AR
ENSG00000122971 ACADS AR
ENSG00000135100 HNF1A AD,AR
ENSG00000158104 HPD AD,AR
ENSG00000184047 DIABLO AD
ENSG00000139719 VPS33A AR
ENSG00000130921 C12orf65 AR
ENSG00000111361 EIF2B1 AR
ENSG00000168778 TCTN2 AR
ENSG00000185344 ATP6V0A2 AR
ENSG00000177192 PUS1 AR
ENSG00000187848 P2RX2 AD
ENSG00000177084 POLE AD,AR
ENSG00000176915 ANKLE2 AR
ENSG00000121743 GJA3 AD
ENSG00000165474 GJB2 AD,AR,DD
ENSG00000121742 GJB6 AD,AR,DD
ENSG00000173141 MRP63 Mi
ENSG00000165487 MICU2 Mi
ENSG00000102678 FGF9 AD
ENSG00000102683 SGCG AR
ENSG00000151835 SACS AR
ENSG00000027001 MIPEP AR,Mi
ENSG00000151849 CENPJ AR
ENSG00000132932 ATP8A2 AR
ENSG00000122026 RPL21 AD
ENSG00000186184 POLR1D AD
ENSG00000139515 PDX1 AD,AR
ENSG00000132963 POMP AR
ENSG00000132965 ALOX5AP Mu
ENSG00000187676 B3GALTL AR
ENSG00000139618 BRCA2 AD,Smu,AR
ENSG00000133116 KL AR
ENSG00000133104 SPG20 AR
ENSG00000133111 RFXAP AR
ENSG00000120693 SMAD9 AD
ENSG00000120699 EXOSC8 AR
ENSG00000150893 FREM2 AR
ENSG00000133103 COG6 AR
ENSG00000150907 FOXO1 AR
ENSG00000102738 MRPS31 Mi
ENSG00000102743 SLC25A15 AR
ENSG00000120659 TNFSF11 AR
ENSG00000102468 HTR2A AD,Mu
ENSG00000136143 SUCLA2 AR,Mi
ENSG00000136159 NUDT15 AD
ENSG00000136156 ITM2B AD
ENSG00000139687 RB1 AD,Smu
ENSG00000139679 LPAR6 AR
ENSG00000136147 PHF11 AD
ENSG00000136144 RCBTB1 AR
ENSG00000136104 RNASEH2B AR
ENSG00000123191 ATP7B AR
ENSG00000253710 ALG11 AR
ENSG00000139734 DIAPH3 AD
ENSG00000102805 CLN5 AR
ENSG00000136160 EDNRB AD,AR
ENSG00000136158 SPRY2 AD
ENSG00000178235 SLITRK1 AD,Mu
ENSG00000184564 SLITRK6 AR
ENSG00000215417 MIR17HG AD
ENSG00000183098 GPC6 AR
ENSG00000088451 TGDS AR
ENSG00000102580 DNAJC3 AR
ENSG00000043355 ZIC2 AD
ENSG00000175198 PCCA AR
ENSG00000102452 NALCN AD,AR
ENSG00000102466 FGF14 AD
ENSG00000134899 ERCC5 AR
ENSG00000125255 SLC10A2 AR
ENSG00000182346 DAOA AD
ENSG00000174405 LIG4 Smu
ENSG00000185950 IRS2 AD
ENSG00000187498 COL4A1 AD
ENSG00000134871 COL4A2 AD
ENSG00000134905 CARS2 AR
ENSG00000057593 F7 AR
ENSG00000126218 F10 AR
ENSG00000198824 CHAMP1 AD
ENSG00000198805 PNP AR
ENSG00000100888 CHD8 AD
ENSG00000165821 SALL2 AR
ENSG00000155465 SLC7A7 AR
ENSG00000172590 MRPL52 Mi
ENSG00000092067 CEBPE AR
ENSG00000100836 PABPN1 AD
ENSG00000092054 MYH7 AD,AR
ENSG00000129535 NRL AD
ENSG00000100889 PCK2 AR
ENSG00000092330 TINF2 AD
ENSG00000092295 TGM1 AR
ENSG00000176165 FOXG1 AD
ENSG00000184304 PRKD1 AD
ENSG00000100473 COCH AD
ENSG00000100478 AP4S1 AR
ENSG00000151413 NUBPL AR,Mi,XLD,XL
ENSG00000165410 CFL2 AR
ENSG00000100906 NFKBIA AD
ENSG00000136352 NKX2-1 AD
ENSG00000198807 PAX9 AD
ENSG00000100934 SEC23A AR
ENSG00000213741 RPS29 AD
ENSG00000168282 MGAT2 AR
ENSG00000100485 SOS2 AD
ENSG00000087299 L2HGDH AR
ENSG00000198513 ATL1 AD
ENSG00000100503 NIN AR
ENSG00000100504 PYGL AR
ENSG00000125384 PTGER2 AR
ENSG00000100523 DDHD1 AR
ENSG00000125378 BMP4 AD
ENSG00000131979 GCH1 AD,AR
ENSG00000165588 OTX2 AD
ENSG00000100578 KIAA0586 AR
ENSG00000184302 SIX6 AR
ENSG00000126778 SIX1 AD
ENSG00000126814 TRMT5 AR
ENSG00000027075 PRKCH Mu
ENSG00000054654 SYNE2 AD
ENSG00000100714 MTHFD1 AR
ENSG00000070182 SPTB AD
ENSG00000125952 MAX AD
ENSG00000072042 RDH11 AR
ENSG00000139988 RDH12 AR
ENSG00000072121 ZFYVE26 AR
ENSG00000072110 ACTN1 AD
ENSG00000198732 SMOC1 AR
ENSG00000080815 PSEN1 AD,IC
ENSG00000119661 DNAL1 AR
ENSG00000119723 COQ6 AR
ENSG00000119711 ALDH6A1 AR
ENSG00000119688 ABCD4 AR
ENSG00000119655 NPC2 AR
ENSG00000165898 ISCA2 AR
ENSG00000119681 LTBP2 AR
ENSG00000119718 EIF2B2 AR
ENSG00000119638 NEK9 AR
ENSG00000119686 FLVCR2 AR
ENSG00000119685 TTLL5 AR
ENSG00000119699 TGFB3 AD
ENSG00000119650 IFT43 AR
ENSG00000119715 ESRRB AR
ENSG00000009830 POMT2 AR
ENSG00000151445 VIPAS39 AR
ENSG00000100596 SPTLC2 AD
ENSG00000165409 TSHR AD,IC,AR
ENSG00000054983 GALC AR
ENSG00000100722 ZC3H14 AR
ENSG00000165533 TTC8 AR
ENSG00000198668 CALM1 AD
ENSG00000119714 GPR68 AR
ENSG00000015133 CCDC88C AD,AR
ENSG00000140092 FBLN5 AD,AR
ENSG00000100815 TRIP11 AR
ENSG00000066427 ATXN3 AD
ENSG00000140090 SLC24A4 AR
ENSG00000170099 SERPINA6 AD,AR
ENSG00000197249 SERPINA1 AR
ENSG00000133937 GSC AR
ENSG00000100697 DICER1 AD
ENSG00000182512 GLRX5 AR
ENSG00000100749 VRK1 AR
ENSG00000127152 BCL11B AD
ENSG00000066629 EML1 AR
ENSG00000197102 DYNC1H1 AD
ENSG00000196663 TECPR2 AR
ENSG00000166126 AMN AR
ENSG00000256053 APOPT1 AR,Mi
ENSG00000126215 XRCC3 AD
ENSG00000203485 INF2 AD
ENSG00000185100 ADSSL1 AR
ENSG00000142208 AKT1 AD
